,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link,Arena_Corrected,Teams,Game_Latitude,Game_Longitude,Prev_Game_Lat,Prev_Game_Long,Prev_Date,Travel_Distance,Back_to_Back,Team,Winner,Opponent_WinPct
46,2024-01-25,10:30p,Chicago Bulls,132,Los Angeles Lakers,141,Crypto.com Arena,/boxscores/202401250LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,34.04327087,-118.2673077,1/23/24,0.0,False,Los Angeles Lakers,Los Angeles Lakers,0.46153846153846156
1917,2024-01-25,7:30p,Minnesota Timberwolves,96,Brooklyn Nets,94,Barclays Center,/boxscores/202401250BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,40.68282142,-73.97543706,1/23/24,0.0,False,Brooklyn Nets,Minnesota Timberwolves,0.7045454545454546
1565,2024-01-25,7:30p,Denver Nuggets,84,New York Knicks,122,Madison Square Garden (IV),/boxscores/202401250NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,39.76434114,-86.15563165,1/23/24,1037.0208300773309,False,Denver Nuggets,New York Knicks,0.6179775280898876
219,2024-01-25,7:30p,Minnesota Timberwolves,96,Brooklyn Nets,94,Barclays Center,/boxscores/202401250BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,38.89838877,-77.02081388,1/24/24,327.18641584040074,True,Minnesota Timberwolves,Minnesota Timberwolves,0.39080459770114945
1475,2024-01-25,7:30p,Boston Celtics,143,Miami Heat,110,Kaseya Center,/boxscores/202401250MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,25.7814792,-80.18699451,1/24/24,0.0,True,Miami Heat,Boston Celtics,0.7752808988764045
2512,2024-01-26,8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,100,Fiserv Forum,/boxscores/202401260MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,1/24/24,0.0,False,Milwaukee Bucks,Cleveland Cavaliers,0.6190476190476191
133,2024-01-26,7:00p,Phoenix Suns,131,Indiana Pacers,133,Gainbridge Fieldhouse,/boxscores/202401260IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,32.79084174,-96.81031908,1/24/24,1228.6613561066013,False,Phoenix Suns,Indiana Pacers,0.5434782608695652
2000,2024-01-26,7:30p,Los Angeles Clippers,127,Toronto Raptors,107,Scotiabank Arena,/boxscores/202401260TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,43.64395522,-79.37918473,1/22/24,0.0,False,Toronto Raptors,Los Angeles Clippers,0.6666666666666666
316,2024-01-26,7:00p,Houston Rockets,138,Charlotte Hornets,104,Spectrum Center,/boxscores/202401260CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,29.75115882,-95.36222803,1/24/24,1489.9499808639564,False,Houston Rockets,Houston Rockets,0.23809523809523808
2166,2024-01-26,8:00p,Orlando Magic,106,Memphis Grizzlies,107,FedEx Forum,/boxscores/202401260MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,25.7814792,-80.18699451,1/24/24,1404.162060284095,False,Memphis Grizzlies,Memphis Grizzlies,0.5227272727272727
500,2024-01-26,7:00p,Dallas Mavericks,148,Atlanta Hawks,143,State Farm Arena,/boxscores/202401260ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,37.76824305,-122.3879952,1/24/24,3433.173393893528,False,Atlanta Hawks,Dallas Mavericks,0.5454545454545454
841,2024-01-26,8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,83,Smoothie King Center,/boxscores/202401260NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,29.94947202,-90.08207826,1/23/24,0.0,False,New Orleans Pelicans,Oklahoma City Thunder,0.7045454545454546
2598,2024-01-26,7:00p,Houston Rockets,138,Charlotte Hornets,104,Spectrum Center,/boxscores/202401260CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,42.34136826,-83.05529949,1/24/24,814.145361851456,False,Charlotte Hornets,Houston Rockets,0.47126436781609193
2430,2024-01-26,9:30p,Portland Trail Blazers,100,San Antonio Spurs,116,Frost Bank Center,/boxscores/202401260SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,29.42731446,-98.4374652,1/24/24,0.0,False,San Antonio Spurs,San Antonio Spurs,0.29545454545454547
1656,2024-01-26,7:30p,Los Angeles Clippers,127,Toronto Raptors,107,Scotiabank Arena,/boxscores/202401260TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,34.04327087,-118.2673077,1/23/24,3497.004854567952,False,Los Angeles Clippers,Los Angeles Clippers,0.3595505617977528
745,2024-01-26,8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,100,Fiserv Forum,/boxscores/202401260MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,1/24/24,0.0,False,Cleveland Cavaliers,Cleveland Cavaliers,0.6966292134831461
2332,2024-01-26,7:00p,Phoenix Suns,131,Indiana Pacers,133,Gainbridge Fieldhouse,/boxscores/202401260IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,39.76434114,-86.15563165,1/25/24,0.0,True,Indiana Pacers,Indiana Pacers,0.5842696629213483
1117,2024-01-26,9:30p,Portland Trail Blazers,100,San Antonio Spurs,116,Frost Bank Center,/boxscores/202401260SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,29.75115882,-95.36222803,1/24/24,299.51923353827885,False,Portland Trail Blazers,San Antonio Spurs,0.19101123595505617
1199,2024-01-26,8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,83,Smoothie King Center,/boxscores/202401260NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,29.42731446,-98.4374652,1/24/24,809.0233876254324,False,Oklahoma City Thunder,Oklahoma City Thunder,0.5842696629213483
1013,2024-01-26,7:00p,Dallas Mavericks,148,Atlanta Hawks,143,State Farm Arena,/boxscores/202401260ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,32.79084174,-96.81031908,1/24/24,1158.3780957710842,False,Dallas Mavericks,Dallas Mavericks,0.4044943820224719
1746,2024-01-26,8:00p,Orlando Magic,106,Memphis Grizzlies,107,FedEx Forum,/boxscores/202401260MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,28.53944289,-81.38376767,1/22/24,1098.5089449217533,False,Orlando Magic,Memphis Grizzlies,0.39325842696629215
1014,2024-01-27,9:00p,Sacramento Kings,120,Dallas Mavericks,115,American Airlines Center,/boxscores/202401270DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,33.75786112,-84.39606134,1/26/24,1158.3780957710842,True,Dallas Mavericks,Sacramento Kings,0.5813953488372093
1381,2024-01-27,3:00p,Miami Heat,109,New York Knicks,125,Madison Square Garden (IV),/boxscores/202401270NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,40.75074427,-73.99350307,1/25/24,0.0,False,New York Knicks,New York Knicks,0.5333333333333333
47,2024-01-27,8:30p,Los Angeles Lakers,145,Golden State Warriors,144,Chase Center,/boxscores/202401270GSW.html,Chase Center,Warriors,37.76824305,-122.3879952,34.04327087,-118.2673077,1/25/24,556.0170387307771,False,Los Angeles Lakers,Los Angeles Lakers,0.4523809523809524
1918,2024-01-27,6:00p,Houston Rockets,104,Brooklyn Nets,106,Barclays Center,/boxscores/202401270BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,40.68282142,-73.97543706,1/25/24,0.0,False,Brooklyn Nets,Brooklyn Nets,0.4772727272727273
665,2024-01-27,12:00p,Washington Wizards,118,Detroit Pistons,104,Little Caesars Arena,/boxscores/202401270DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,38.89838877,-77.02081388,1/25/24,636.88728002994,False,Washington Wizards,Washington Wizards,0.11363636363636363
1566,2024-01-27,5:30p,Philadelphia 76ers,105,Denver Nuggets,111,Ball Arena,/boxscores/202401270DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,40.75074427,-73.99350307,1/25/24,2620.737996028638,False,Denver Nuggets,Denver Nuggets,0.6744186046511628
220,2024-01-27,8:30p,Minnesota Timberwolves,112,San Antonio Spurs,113,Frost Bank Center,/boxscores/202401270SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,40.68282142,-73.97543706,1/25/24,2541.5649244812103,False,Minnesota Timberwolves,San Antonio Spurs,0.2
1290,2024-01-27,5:30p,Philadelphia 76ers,105,Denver Nuggets,111,Ball Arena,/boxscores/202401270DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,39.76434114,-86.15563165,1/25/24,1608.537717252696,False,Philadelphia 76ers,Denver Nuggets,0.6774193548387096
2513,2024-01-27,8:00p,New Orleans Pelicans,117,Milwaukee Bucks,141,Fiserv Forum,/boxscores/202401270MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,1/26/24,0.0,True,Milwaukee Bucks,Milwaukee Bucks,0.5777777777777777
1476,2024-01-27,3:00p,Miami Heat,109,New York Knicks,125,Madison Square Garden (IV),/boxscores/202401270NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,25.7814792,-80.18699451,1/25/24,1760.0363220774932,False,Miami Heat,New York Knicks,0.6263736263736264
400,2024-01-27,7:00p,Los Angeles Clippers,115,Boston Celtics,96,TD Garden,/boxscores/202401270BOS.html,TD Garden,Celtics,42.37,-71.06216746,25.7814792,-80.18699451,1/25/24,2023.9738684532265,False,Boston Celtics,Los Angeles Clippers,0.6744186046511628
2250,2024-01-27,7:00p,Utah Jazz,134,Charlotte Hornets,122,Spectrum Center,/boxscores/202401270CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,38.89838877,-77.02081388,1/25/24,530.5500615817883,False,Utah Jazz,Utah Jazz,0.23255813953488372
317,2024-01-27,6:00p,Houston Rockets,104,Brooklyn Nets,106,Barclays Center,/boxscores/202401270BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,35.22545375,-80.83938972,1/26/24,854.1003738224347,True,Houston Rockets,Brooklyn Nets,0.39325842696629215
2599,2024-01-27,7:00p,Utah Jazz,134,Charlotte Hornets,122,Spectrum Center,/boxscores/202401270CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,35.22545375,-80.83938972,1/26/24,0.0,True,Charlotte Hornets,Utah Jazz,0.5053763440860215
1657,2024-01-27,7:00p,Los Angeles Clippers,115,Boston Celtics,96,TD Garden,/boxscores/202401270BOS.html,TD Garden,Celtics,42.37,-71.06216746,43.64395522,-79.37918473,1/26/24,690.6433756013206,True,Los Angeles Clippers,Los Angeles Clippers,0.7692307692307693
583,2024-01-27,12:00p,Washington Wizards,118,Detroit Pistons,104,Little Caesars Arena,/boxscores/202401270DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,42.34136826,-83.05529949,1/24/24,0.0,False,Detroit Pistons,Washington Wizards,0.16853932584269662
842,2024-01-27,8:00p,New Orleans Pelicans,117,Milwaukee Bucks,141,Fiserv Forum,/boxscores/202401270MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,29.94947202,-90.08207826,1/26/24,1468.837235750318,True,New Orleans Pelicans,Milwaukee Bucks,0.6923076923076923
1833,2024-01-27,8:30p,Los Angeles Lakers,145,Golden State Warriors,144,Chase Center,/boxscores/202401270GSW.html,Chase Center,Warriors,37.76824305,-122.3879952,37.76824305,-122.3879952,1/25/24,0.0,False,Golden State Warriors,Los Angeles Lakers,0.5157894736842106
928,2024-01-27,9:00p,Sacramento Kings,120,Dallas Mavericks,115,American Airlines Center,/boxscores/202401270DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,37.76824305,-122.3879952,1/25/24,2378.705192180015,False,Sacramento Kings,Sacramento Kings,0.5494505494505495
2431,2024-01-27,8:30p,Minnesota Timberwolves,112,San Antonio Spurs,113,Frost Bank Center,/boxscores/202401270SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,29.42731446,-98.4374652,1/26/24,0.0,True,San Antonio Spurs,San Antonio Spurs,0.7032967032967034
2084,2024-01-28,9:00p,Chicago Bulls,104,Portland Trail Blazers,96,Moda Center,/boxscores/202401280POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,34.04327087,-118.2673077,1/25/24,1331.0754816867934,False,Chicago Bulls,Chicago Bulls,0.28888888888888886
134,2024-01-28,6:00p,Phoenix Suns,98,Orlando Magic,113,Kia Center,/boxscores/202401280ORL.html,Kia Center,Magic,28.53944289,-81.38376767,39.76434114,-86.15563165,1/26/24,1322.5692910873008,False,Phoenix Suns,Orlando Magic,0.5111111111111111
2001,2024-01-28,6:00p,Toronto Raptors,125,Atlanta Hawks,126,State Farm Arena,/boxscores/202401280ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,43.64395522,-79.37918473,1/26/24,1181.7510909230884,False,Toronto Raptors,Atlanta Hawks,0.4
2333,2024-01-28,3:30p,Memphis Grizzlies,110,Indiana Pacers,116,Gainbridge Fieldhouse,/boxscores/202401280IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,39.76434114,-86.15563165,1/26/24,0.0,False,Indiana Pacers,Indiana Pacers,0.4
1200,2024-01-28,2:00p,Oklahoma City Thunder,104,Detroit Pistons,120,Little Caesars Arena,/boxscores/202401280DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,29.94947202,-90.08207826,1/26/24,1514.11075060935,False,Oklahoma City Thunder,Detroit Pistons,0.1111111111111111
2167,2024-01-28,3:30p,Memphis Grizzlies,110,Indiana Pacers,116,Gainbridge Fieldhouse,/boxscores/202401280IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,35.13827779,-90.05061859,1/26/24,618.567009333313,False,Memphis Grizzlies,Indiana Pacers,0.5578947368421052
584,2024-01-28,2:00p,Oklahoma City Thunder,104,Detroit Pistons,120,Little Caesars Arena,/boxscores/202401280DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,42.34136826,-83.05529949,1/27/24,0.0,True,Detroit Pistons,Detroit Pistons,0.7032967032967034
1747,2024-01-28,6:00p,Phoenix Suns,98,Orlando Magic,113,Kia Center,/boxscores/202401280ORL.html,Kia Center,Magic,28.53944289,-81.38376767,35.13827779,-90.05061859,1/26/24,1098.5089449217533,False,Orlando Magic,Orlando Magic,0.5714285714285714
1118,2024-01-28,9:00p,Chicago Bulls,104,Portland Trail Blazers,96,Moda Center,/boxscores/202401280POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,29.42731446,-98.4374652,1/26/24,2769.260204976249,False,Portland Trail Blazers,Chicago Bulls,0.46236559139784944
501,2024-01-28,6:00p,Toronto Raptors,125,Atlanta Hawks,126,State Farm Arena,/boxscores/202401280ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,33.75786112,-84.39606134,1/26/24,0.0,False,Atlanta Hawks,Atlanta Hawks,0.3516483516483517
1291,2024-01-29,10:00p,Philadelphia 76ers,104,Portland Trail Blazers,130,Moda Center,/boxscores/202401290POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,39.74888699,-105.007631,1/27/24,1576.7410848707636,False,Philadelphia 76ers,Portland Trail Blazers,0.2826086956521739
2251,2024-01-29,7:30p,Utah Jazz,114,Brooklyn Nets,147,Barclays Center,/boxscores/202401290BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,35.22545375,-80.83938972,1/27/24,854.1003738224347,False,Utah Jazz,Brooklyn Nets,0.4
1201,2024-01-29,8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,101,Paycom Center,/boxscores/202401290OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,42.34136826,-83.05529949,1/28/24,1463.4304288005258,True,Oklahoma City Thunder,Minnesota Timberwolves,0.6956521739130435
221,2024-01-29,8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,101,Paycom Center,/boxscores/202401290OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,29.42731446,-98.4374652,1/27/24,676.7803749634147,False,Minnesota Timberwolves,Minnesota Timberwolves,0.6881720430107527
318,2024-01-29,8:00p,Los Angeles Lakers,119,Houston Rockets,135,Toyota Center,/boxscores/202401290HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,40.68282142,-73.97543706,1/27/24,2282.2918918814885,False,Houston Rockets,Houston Rockets,0.5208333333333334
746,2024-01-29,7:00p,Los Angeles Clippers,108,Cleveland Cavaliers,118,Rocket Mortgage Fieldhouse,/boxscores/202401290CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,43.04526446,-87.91742912,1/26/24,540.5297850677301,False,Cleveland Cavaliers,Cleveland Cavaliers,0.6818181818181818
2600,2024-01-29,7:00p,New York Knicks,113,Charlotte Hornets,92,Spectrum Center,/boxscores/202401290CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,35.22545375,-80.83938972,1/27/24,0.0,False,Charlotte Hornets,New York Knicks,0.6304347826086957
1567,2024-01-29,9:00p,Milwaukee Bucks,107,Denver Nuggets,113,Ball Arena,/boxscores/202401290DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,39.74888699,-105.007631,1/27/24,0.0,False,Denver Nuggets,Denver Nuggets,0.6956521739130435
135,2024-01-29,7:30p,Phoenix Suns,118,Miami Heat,105,Kaseya Center,/boxscores/202401290MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,28.53944289,-81.38376767,1/28/24,328.7268275258099,True,Phoenix Suns,Phoenix Suns,0.5217391304347826
1119,2024-01-29,10:00p,Philadelphia 76ers,104,Portland Trail Blazers,130,Moda Center,/boxscores/202401290POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,45.53187324,-122.6668208,1/28/24,0.0,True,Portland Trail Blazers,Portland Trail Blazers,0.651685393258427
1382,2024-01-29,7:00p,New York Knicks,113,Charlotte Hornets,92,Spectrum Center,/boxscores/202401290CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,40.75074427,-73.99350307,1/27/24,858.172226344398,False,New York Knicks,New York Knicks,0.2247191011235955
48,2024-01-29,8:00p,Los Angeles Lakers,119,Houston Rockets,135,Toyota Center,/boxscores/202401290HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,37.76824305,-122.3879952,1/27/24,2641.309736280185,False,Los Angeles Lakers,Houston Rockets,0.4725274725274725
2514,2024-01-29,9:00p,Milwaukee Bucks,107,Denver Nuggets,113,Ball Arena,/boxscores/202401290DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,43.04526446,-87.91742912,1/27/24,1469.0186604251817,False,Milwaukee Bucks,Denver Nuggets,0.6842105263157895
1658,2024-01-29,7:00p,Los Angeles Clippers,108,Cleveland Cavaliers,118,Rocket Mortgage Fieldhouse,/boxscores/202401290CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,42.36641599,-71.06216746,1/27/24,883.7233686294084,False,Los Angeles Clippers,Cleveland Cavaliers,0.632183908045977
1748,2024-01-29,8:30p,Orlando Magic,129,Dallas Mavericks,131,American Airlines Center,/boxscores/202401290DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,28.53944289,-81.38376767,1/28/24,1547.590772728115,True,Orlando Magic,Dallas Mavericks,0.5434782608695652
666,2024-01-29,8:00p,Washington Wizards,118,San Antonio Spurs,113,Frost Bank Center,/boxscores/202401290SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,42.34136826,-83.05529949,1/27/24,1989.3418244822983,False,Washington Wizards,Washington Wizards,0.21739130434782608
1477,2024-01-29,7:30p,Phoenix Suns,118,Miami Heat,105,Kaseya Center,/boxscores/202401290MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,40.75074427,-73.99350307,1/27/24,1760.0363220774932,False,Miami Heat,Phoenix Suns,0.5698924731182796
2168,2024-01-29,8:00p,Sacramento Kings,103,Memphis Grizzlies,94,FedEx Forum,/boxscores/202401290MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,39.76434114,-86.15563165,1/28/24,618.567009333313,True,Memphis Grizzlies,Sacramento Kings,0.5909090909090909
843,2024-01-29,7:30p,New Orleans Pelicans,112,Boston Celtics,118,TD Garden,/boxscores/202401290BOS.html,TD Garden,Celtics,42.37,-71.06216746,43.04526446,-87.91742912,1/27/24,1376.948244962473,False,New Orleans Pelicans,Boston Celtics,0.7608695652173914
401,2024-01-29,7:30p,New Orleans Pelicans,112,Boston Celtics,118,TD Garden,/boxscores/202401290BOS.html,TD Garden,Celtics,42.37,-71.06216746,42.36641599,-71.06216746,1/27/24,0.3985237290433264,False,Boston Celtics,Boston Celtics,0.5591397849462365
1015,2024-01-29,8:30p,Orlando Magic,129,Dallas Mavericks,131,American Airlines Center,/boxscores/202401290DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,32.79084174,-96.81031908,1/27/24,0.0,False,Dallas Mavericks,Dallas Mavericks,0.5161290322580645
2432,2024-01-29,8:00p,Washington Wizards,118,San Antonio Spurs,113,Frost Bank Center,/boxscores/202401290SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,29.42731446,-98.4374652,1/27/24,0.0,False,San Antonio Spurs,Washington Wizards,0.18681318681318682
1919,2024-01-29,7:30p,Utah Jazz,114,Brooklyn Nets,147,Barclays Center,/boxscores/202401290BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,40.68282142,-73.97543706,1/27/24,0.0,False,Brooklyn Nets,Brooklyn Nets,0.5052631578947369
929,2024-01-29,8:00p,Sacramento Kings,103,Memphis Grizzlies,94,FedEx Forum,/boxscores/202401290MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,32.79084174,-96.81031908,1/27/24,675.6426467644247,False,Sacramento Kings,Sacramento Kings,0.3870967741935484
