Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link
"Fri, Feb 23, 2024",7:30p,Cleveland Cavaliers,97,Philadelphia 76ers,104,Wells Fargo Center,/boxscores/202402230PHI.html
"Fri, Feb 23, 2024",8:00p,Phoenix Suns,110,Houston Rockets,114,Toyota Center,/boxscores/202402230HOU.html
"Fri, Feb 23, 2024",8:00p,Los Angeles Clippers,101,Memphis Grizzlies,95,FedEx Forum,/boxscores/202402230MEM.html
"Fri, Feb 23, 2024",8:00p,Miami Heat,106,New Orleans Pelicans,95,Smoothie King Center,/boxscores/202402230NOP.html
"Fri, Feb 23, 2024",8:00p,Washington Wizards,106,Oklahoma City Thunder,147,Paycom Center,/boxscores/202402230OKC.html
"Fri, Feb 23, 2024",10:00p,Charlotte Hornets,84,Golden State Warriors,97,Chase Center,/boxscores/202402230GSW.html
"Fri, Feb 23, 2024",10:00p,Milwaukee Bucks,112,Minnesota Timberwolves,107,Target Center,/boxscores/202402230MIN.html
"Fri, Feb 23, 2024",10:00p,Denver Nuggets,127,Portland Trail Blazers,112,Moda Center,/boxscores/202402230POR.html
"Fri, Feb 23, 2024",10:30p,San Antonio Spurs,118,Los Angeles Lakers,123,Crypto.com Arena,/boxscores/202402230LAL.html
"Sat, Feb 24, 2024",8:00p,Orlando Magic,112,Detroit Pistons,109,Little Caesars Arena,/boxscores/202402240DET.html
"Sat, Feb 24, 2024",8:30p,Boston Celtics,116,New York Knicks,102,Madison Square Garden (IV),/boxscores/202402240NYK.html
"Sat, Feb 24, 2024",9:00p,Brooklyn Nets,86,Minnesota Timberwolves,101,Target Center,/boxscores/202402240MIN.html
"Sun, Feb 25, 2024",1:00p,Milwaukee Bucks,119,Philadelphia 76ers,98,Wells Fargo Center,/boxscores/202402250PHI.html
"Sun, Feb 25, 2024",3:30p,Los Angeles Lakers,113,Phoenix Suns,123,Footprint Center,/boxscores/202402250PHO.html
"Sun, Feb 25, 2024",5:00p,Dallas Mavericks,111,Indiana Pacers,133,Gainbridge Fieldhouse,/boxscores/202402250IND.html
"Sun, Feb 25, 2024",6:00p,Cleveland Cavaliers,114,Washington Wizards,105,Capital One Arena,/boxscores/202402250WAS.html
"Sun, Feb 25, 2024",7:00p,Orlando Magic,92,Atlanta Hawks,109,State Farm Arena,/boxscores/202402250ATL.html
"Sun, Feb 25, 2024",7:00p,Denver Nuggets,119,Golden State Warriors,103,Chase Center,/boxscores/202402250GSW.html
"Sun, Feb 25, 2024",7:00p,Oklahoma City Thunder,123,Houston Rockets,110,Toyota Center,/boxscores/202402250HOU.html
"Sun, Feb 25, 2024",7:00p,Chicago Bulls,114,New Orleans Pelicans,106,Smoothie King Center,/boxscores/202402250NOP.html
"Sun, Feb 25, 2024",8:00p,San Antonio Spurs,109,Utah Jazz,128,Delta Center,/boxscores/202402250UTA.html
"Sun, Feb 25, 2024",9:00p,Charlotte Hornets,93,Portland Trail Blazers,80,Moda Center,/boxscores/202402250POR.html
"Sun, Feb 25, 2024",9:30p,Sacramento Kings,123,Los Angeles Clippers,107,Crypto.com Arena,/boxscores/202402250LAC.html
"Mon, Feb 26, 2024",7:00p,Toronto Raptors,130,Indiana Pacers,122,Gainbridge Fieldhouse,/boxscores/202402260IND.html
"Mon, Feb 26, 2024",7:30p,Detroit Pistons,111,New York Knicks,113,Madison Square Garden (IV),/boxscores/202402260NYK.html
"Mon, Feb 26, 2024",8:00p,Brooklyn Nets,111,Memphis Grizzlies,86,FedEx Forum,/boxscores/202402260MEM.html
"Mon, Feb 26, 2024",10:00p,Miami Heat,121,Sacramento Kings,110,Golden 1 Center,/boxscores/202402260SAC.html
"Tue, Feb 27, 2024",7:00p,Dallas Mavericks,119,Cleveland Cavaliers,121,Rocket Mortgage Fieldhouse,/boxscores/202402270CLE.html
"Tue, Feb 27, 2024",7:00p,Brooklyn Nets,81,Orlando Magic,108,Kia Center,/boxscores/202402270ORL.html
"Tue, Feb 27, 2024",7:00p,Golden State Warriors,123,Washington Wizards,112,Capital One Arena,/boxscores/202402270WAS.html
"Tue, Feb 27, 2024",7:30p,Utah Jazz,97,Atlanta Hawks,124,State Farm Arena,/boxscores/202402270ATL.html
"Tue, Feb 27, 2024",7:30p,Philadelphia 76ers,99,Boston Celtics,117,TD Garden,/boxscores/202402270BOS.html
"Tue, Feb 27, 2024",7:30p,New Orleans Pelicans,115,New York Knicks,92,Madison Square Garden (IV),/boxscores/202402270NYK.html
"Tue, Feb 27, 2024",8:00p,Detroit Pistons,105,Chicago Bulls,95,United Center,/boxscores/202402270CHI.html
"Tue, Feb 27, 2024",8:00p,Charlotte Hornets,85,Milwaukee Bucks,123,Fiserv Forum,/boxscores/202402270MIL.html
"Tue, Feb 27, 2024",8:00p,San Antonio Spurs,105,Minnesota Timberwolves,114,Target Center,/boxscores/202402270MIN.html
"Tue, Feb 27, 2024",10:00p,Houston Rockets,95,Oklahoma City Thunder,112,Paycom Center,/boxscores/202402270OKC.html
"Tue, Feb 27, 2024",10:00p,Miami Heat,106,Portland Trail Blazers,96,Moda Center,/boxscores/202402270POR.html
"Wed, Feb 28, 2024",7:30p,New Orleans Pelicans,114,Indiana Pacers,123,Gainbridge Fieldhouse,/boxscores/202402280IND.html
"Wed, Feb 28, 2024",7:30p,Dallas Mavericks,136,Toronto Raptors,125,Scotiabank Arena,/boxscores/202402280TOR.html
"Wed, Feb 28, 2024",8:00p,Cleveland Cavaliers,123,Chicago Bulls,132,United Center,/boxscores/202402280CHI.html
"Wed, Feb 28, 2024",8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,110,Target Center,/boxscores/202402280MIN.html
"Wed, Feb 28, 2024",9:00p,Sacramento Kings,96,Denver Nuggets,117,Ball Arena,/boxscores/202402280DEN.html
"Wed, Feb 28, 2024",10:00p,Los Angeles Lakers,116,Los Angeles Clippers,112,Crypto.com Arena,/boxscores/202402280LAC.html
"Thu, Feb 29, 2024",7:00p,Milwaukee Bucks,111,Charlotte Hornets,99,Spectrum Center,/boxscores/202402290CHO.html
"Thu, Feb 29, 2024",7:00p,Utah Jazz,107,Orlando Magic,115,Kia Center,/boxscores/202402290ORL.html
"Thu, Feb 29, 2024",7:30p,Atlanta Hawks,97,Brooklyn Nets,124,Barclays Center,/boxscores/202402290BRK.html
"Thu, Feb 29, 2024",7:30p,Golden State Warriors,110,New York Knicks,99,Madison Square Garden (IV),/boxscores/202402290NYK.html
"Thu, Feb 29, 2024",8:30p,Oklahoma City Thunder,118,San Antonio Spurs,132,Frost Bank Center,/boxscores/202402290SAS.html
"Thu, Feb 29, 2024",9:00p,Houston Rockets,105,Phoenix Suns,110,Footprint Center,/boxscores/202402290PHO.html
"Thu, Feb 29, 2024",10:00p,Miami Heat,97,Denver Nuggets,103,Ball Arena,/boxscores/202402290DEN.html
"Thu, Feb 29, 2024",10:30p,Washington Wizards,131,Los Angeles Lakers,134,Crypto.com Arena,/boxscores/202402290LAL.html
"Fri, Mar 1, 2024",7:00p,Cleveland Cavaliers,110,Detroit Pistons,100,Little Caesars Arena,/boxscores/202403010DET.html
"Fri, Mar 1, 2024",7:00p,Charlotte Hornets,114,Philadelphia 76ers,121,Wells Fargo Center,/boxscores/202403010PHI.html
"Fri, Mar 1, 2024",7:30p,Dallas Mavericks,110,Boston Celtics,138,TD Garden,/boxscores/202403010BOS.html
"Fri, Mar 1, 2024",7:30p,Golden State Warriors,120,Toronto Raptors,105,Scotiabank Arena,/boxscores/202403010TOR.html
"Fri, Mar 1, 2024",8:00p,Portland Trail Blazers,122,Memphis Grizzlies,92,FedEx Forum,/boxscores/202403010MEM.html
"Fri, Mar 1, 2024",8:00p,Sacramento Kings,124,Minnesota Timberwolves,120,Target Center,/boxscores/202403010MIN.html
"Fri, Mar 1, 2024",8:00p,Indiana Pacers,102,New Orleans Pelicans,129,Smoothie King Center,/boxscores/202403010NOP.html
"Fri, Mar 1, 2024",10:00p,Milwaukee Bucks,113,Chicago Bulls,97,United Center,/boxscores/202403010CHI.html
"Fri, Mar 1, 2024",10:30p,Washington Wizards,115,Los Angeles Clippers,140,Crypto.com Arena,/boxscores/202403010LAC.html
"Sat, Mar 2, 2024",3:00p,Atlanta Hawks,102,Brooklyn Nets,114,Barclays Center,/boxscores/202403020BRK.html
"Sat, Mar 2, 2024",5:00p,Utah Jazz,120,Miami Heat,126,Kaseya Center,/boxscores/202403020MIA.html
"Sat, Mar 2, 2024",8:00p,Portland Trail Blazers,107,Memphis Grizzlies,100,FedEx Forum,/boxscores/202403020MEM.html
"Sat, Mar 2, 2024",8:30p,Denver Nuggets,124,Los Angeles Lakers,114,Crypto.com Arena,/boxscores/202403020LAL.html
"Sat, Mar 2, 2024",9:00p,Houston Rockets,118,Phoenix Suns,109,Footprint Center,/boxscores/202403020PHO.html
"Sun, Mar 3, 2024",1:00p,Philadelphia 76ers,120,Dallas Mavericks,116,American Airlines Center,/boxscores/202403030DAL.html
"Sun, Mar 3, 2024",3:30p,Golden State Warriors,88,Boston Celtics,140,TD Garden,/boxscores/202403030BOS.html
"Sun, Mar 3, 2024",3:30p,Los Angeles Clippers,89,Minnesota Timberwolves,88,Target Center,/boxscores/202403030MIN.html
"Sun, Mar 3, 2024",6:00p,Detroit Pistons,91,Orlando Magic,113,Kia Center,/boxscores/202403030ORL.html
"Sun, Mar 3, 2024",6:00p,Charlotte Hornets,106,Toronto Raptors,111,Scotiabank Arena,/boxscores/202403030TOR.html
"Sun, Mar 3, 2024",7:00p,New York Knicks,107,Cleveland Cavaliers,98,Rocket Mortgage Fieldhouse,/boxscores/202403030CLE.html
"Sun, Mar 3, 2024",7:00p,Indiana Pacers,105,San Antonio Spurs,117,Frost Bank Center,/boxscores/202403030SAS.html
"Sun, Mar 3, 2024",9:30p,Oklahoma City Thunder,118,Phoenix Suns,110,Footprint Center,/boxscores/202403030PHO.html
"Mon, Mar 4, 2024",7:30p,Memphis Grizzlies,106,Brooklyn Nets,102,Barclays Center,/boxscores/202403040BRK.html
"Mon, Mar 4, 2024",8:00p,Los Angeles Clippers,106,Milwaukee Bucks,113,Fiserv Forum,/boxscores/202403040MIL.html
"Mon, Mar 4, 2024",8:00p,Portland Trail Blazers,114,Minnesota Timberwolves,119,Target Center,/boxscores/202403040MIN.html
"Mon, Mar 4, 2024",9:00p,Washington Wizards,115,Utah Jazz,127,Delta Center,/boxscores/202403040UTA.html
"Mon, Mar 4, 2024",10:00p,Chicago Bulls,113,Sacramento Kings,109,Golden 1 Center,/boxscores/202403040SAC.html
"Mon, Mar 4, 2024",10:30p,Oklahoma City Thunder,104,Los Angeles Lakers,116,Crypto.com Arena,/boxscores/202403040LAL.html
"Tue, Mar 5, 2024",7:00p,Orlando Magic,101,Charlotte Hornets,89,Spectrum Center,/boxscores/202403050CHO.html
"Tue, Mar 5, 2024",7:30p,Philadelphia 76ers,107,Brooklyn Nets,112,Barclays Center,/boxscores/202403050BRK.html
"Tue, Mar 5, 2024",7:30p,Boston Celtics,104,Cleveland Cavaliers,105,Rocket Mortgage Fieldhouse,/boxscores/202403050CLE.html
"Tue, Mar 5, 2024",7:30p,Detroit Pistons,110,Miami Heat,118,Kaseya Center,/boxscores/202403050MIA.html
"Tue, Mar 5, 2024",7:30p,Atlanta Hawks,116,New York Knicks,100,Madison Square Garden (IV),/boxscores/202403050NYK.html
"Tue, Mar 5, 2024",7:30p,New Orleans Pelicans,139,Toronto Raptors,98,Scotiabank Arena,/boxscores/202403050TOR.html
"Tue, Mar 5, 2024",8:00p,San Antonio Spurs,101,Houston Rockets,114,Toyota Center,/boxscores/202403050HOU.html
"Tue, Mar 5, 2024",8:30p,Indiana Pacers,137,Dallas Mavericks,120,American Airlines Center,/boxscores/202403050DAL.html
"Tue, Mar 5, 2024",10:00p,Phoenix Suns,117,Denver Nuggets,107,Ball Arena,/boxscores/202403050DEN.html
"Wed, Mar 6, 2024",7:00p,Orlando Magic,119,Washington Wizards,109,Capital One Arena,/boxscores/202403060WAS.html
"Wed, Mar 6, 2024",7:30p,Cleveland Cavaliers,101,Atlanta Hawks,112,State Farm Arena,/boxscores/202403060ATL.html
"Wed, Mar 6, 2024",7:30p,Los Angeles Clippers,122,Houston Rockets,116,Toyota Center,/boxscores/202403060HOU.html
"Wed, Mar 6, 2024",7:30p,Memphis Grizzlies,115,Philadelphia 76ers,109,Wells Fargo Center,/boxscores/202403060PHI.html
"Wed, Mar 6, 2024",9:00p,Chicago Bulls,119,Utah Jazz,117,Delta Center,/boxscores/202403060UTA.html
"Wed, Mar 6, 2024",10:00p,Milwaukee Bucks,90,Golden State Warriors,125,Chase Center,/boxscores/202403060GSW.html
"Wed, Mar 6, 2024",10:00p,Oklahoma City Thunder,128,Portland Trail Blazers,120,Moda Center,/boxscores/202403060POR.html
"Wed, Mar 6, 2024",10:30p,Sacramento Kings,130,Los Angeles Lakers,120,Crypto.com Arena,/boxscores/202403060LAL.html
"Thu, Mar 7, 2024",7:00p,Brooklyn Nets,112,Detroit Pistons,118,Little Caesars Arena,/boxscores/202403070DET.html
"Thu, Mar 7, 2024",7:00p,Minnesota Timberwolves,113,Indiana Pacers,111,Gainbridge Fieldhouse,/boxscores/202403070IND.html
"Thu, Mar 7, 2024",7:30p,Miami Heat,108,Dallas Mavericks,114,American Airlines Center,/boxscores/202403070DAL.html
"Thu, Mar 7, 2024",9:00p,Toronto Raptors,113,Phoenix Suns,120,Footprint Center,/boxscores/202403070PHO.html
"Thu, Mar 7, 2024",10:00p,Boston Celtics,109,Denver Nuggets,115,Ball Arena,/boxscores/202403070DEN.html
"Thu, Mar 7, 2024",10:00p,Chicago Bulls,125,Golden State Warriors,122,Chase Center,/boxscores/202403070GSW.html
"Thu, Mar 7, 2024",10:00p,San Antonio Spurs,129,Sacramento Kings,131,Golden 1 Center,/boxscores/202403070SAC.html
"Fri, Mar 8, 2024",7:00p,New Orleans Pelicans,103,Philadelphia 76ers,95,Wells Fargo Center,/boxscores/202403080PHI.html
"Fri, Mar 8, 2024",7:00p,Charlotte Hornets,100,Washington Wizards,112,Capital One Arena,/boxscores/202403080WAS.html
"Fri, Mar 8, 2024",7:30p,Minnesota Timberwolves,104,Cleveland Cavaliers,113,Rocket Mortgage Fieldhouse,/boxscores/202403080CLE.html
"Fri, Mar 8, 2024",7:30p,Orlando Magic,74,New York Knicks,98,Madison Square Garden (IV),/boxscores/202403080NYK.html
"Fri, Mar 8, 2024",8:00p,Atlanta Hawks,99,Memphis Grizzlies,92,FedEx Forum,/boxscores/202403080MEM.html
"Fri, Mar 8, 2024",8:00p,Miami Heat,100,Oklahoma City Thunder,107,Paycom Center,/boxscores/202403080OKC.html
"Fri, Mar 8, 2024",10:00p,Milwaukee Bucks,122,Los Angeles Lakers,123,Crypto.com Arena,/boxscores/202403080LAL.html
"Fri, Mar 8, 2024",10:00p,Houston Rockets,123,Portland Trail Blazers,107,Moda Center,/boxscores/202403080POR.html
"Sat, Mar 9, 2024",4:00p,Chicago Bulls,102,Los Angeles Clippers,112,Crypto.com Arena,/boxscores/202403090LAC.html
"Sat, Mar 9, 2024",7:00p,Brooklyn Nets,99,Charlotte Hornets,110,Spectrum Center,/boxscores/202403090CHO.html
"Sat, Mar 9, 2024",7:00p,Dallas Mavericks,142,Detroit Pistons,124,Little Caesars Arena,/boxscores/202403090DET.html
"Sat, Mar 9, 2024",8:30p,San Antonio Spurs,126,Golden State Warriors,113,Chase Center,/boxscores/202403090GSW.html
"Sat, Mar 9, 2024",8:30p,Boston Celtics,117,Phoenix Suns,107,Footprint Center,/boxscores/202403090PHO.html
"Sat, Mar 9, 2024",9:00p,Utah Jazz,121,Denver Nuggets,142,Ball Arena,/boxscores/202403090DEN.html
"Sat, Mar 9, 2024",10:00p,Toronto Raptors,118,Portland Trail Blazers,128,Moda Center,/boxscores/202403090POR.html
"Sun, Mar 10, 2024",3:00p,Milwaukee Bucks,124,Los Angeles Clippers,117,Crypto.com Arena,/boxscores/202403100LAC.html
"Sun, Mar 10, 2024",6:00p,New Orleans Pelicans,116,Atlanta Hawks,103,State Farm Arena,/boxscores/202403100ATL.html
"Sun, Mar 10, 2024",6:00p,Washington Wizards,110,Miami Heat,108,Kaseya Center,/boxscores/202403100MIA.html
"Sun, Mar 10, 2024",6:00p,Indiana Pacers,111,Orlando Magic,97,Kia Center,/boxscores/202403100ORL.html
"Sun, Mar 10, 2024",6:00p,Houston Rockets,112,Sacramento Kings,104,Golden 1 Center,/boxscores/202403100SAC.html
"Sun, Mar 10, 2024",7:00p,Brooklyn Nets,120,Cleveland Cavaliers,101,Rocket Mortgage Fieldhouse,/boxscores/202403100CLE.html
"Sun, Mar 10, 2024",7:00p,Philadelphia 76ers,79,New York Knicks,73,Madison Square Garden (IV),/boxscores/202403100NYK.html
"Sun, Mar 10, 2024",7:00p,Memphis Grizzlies,93,Oklahoma City Thunder,124,Paycom Center,/boxscores/202403100OKC.html
"Sun, Mar 10, 2024",9:30p,Minnesota Timberwolves,109,Los Angeles Lakers,120,Crypto.com Arena,/boxscores/202403100LAL.html
"Mon, Mar 11, 2024",7:00p,Charlotte Hornets,97,Detroit Pistons,114,Little Caesars Arena,/boxscores/202403110DET.html
"Mon, Mar 11, 2024",7:30p,Phoenix Suns,117,Cleveland Cavaliers,111,Rocket Mortgage Fieldhouse,/boxscores/202403110CLE.html
"Mon, Mar 11, 2024",8:00p,Dallas Mavericks,127,Chicago Bulls,92,United Center,/boxscores/202403110CHI.html
"Mon, Mar 11, 2024",8:00p,Golden State Warriors,112,San Antonio Spurs,102,Frost Bank Center,/boxscores/202403110SAS.html
"Mon, Mar 11, 2024",9:00p,Toronto Raptors,119,Denver Nuggets,125,Ball Arena,/boxscores/202403110DEN.html
"Mon, Mar 11, 2024",10:30p,Boston Celtics,121,Portland Trail Blazers,99,Moda Center,/boxscores/202403110POR.html
"Tue, Mar 12, 2024",7:30p,Philadelphia 76ers,79,New York Knicks,106,Madison Square Garden (IV),/boxscores/202403120NYK.html
"Tue, Mar 12, 2024",8:00p,Washington Wizards,97,Memphis Grizzlies,109,FedEx Forum,/boxscores/202403120MEM.html
"Tue, Mar 12, 2024",8:00p,Indiana Pacers,121,Oklahoma City Thunder,111,Paycom Center,/boxscores/202403120OKC.html
"Tue, Mar 12, 2024",8:30p,Houston Rockets,103,San Antonio Spurs,101,Frost Bank Center,/boxscores/202403120SAS.html
"Tue, Mar 12, 2024",9:00p,Boston Celtics,123,Utah Jazz,107,Delta Center,/boxscores/202403120UTA.html
"Tue, Mar 12, 2024",10:00p,Minnesota Timberwolves,118,Los Angeles Clippers,100,Crypto.com Arena,/boxscores/202403120LAC.html
"Tue, Mar 12, 2024",10:00p,Milwaukee Bucks,94,Sacramento Kings,129,Golden 1 Center,/boxscores/202403120SAC.html
"Wed, Mar 13, 2024",7:00p,Toronto Raptors,104,Detroit Pistons,113,Little Caesars Arena,/boxscores/202403130DET.html
"Wed, Mar 13, 2024",7:00p,Brooklyn Nets,106,Orlando Magic,114,Kia Center,/boxscores/202403130ORL.html
"Wed, Mar 13, 2024",7:30p,Chicago Bulls,132,Indiana Pacers,129,Gainbridge Fieldhouse,/boxscores/202403130IND.html
"Wed, Mar 13, 2024",7:30p,Denver Nuggets,100,Miami Heat,88,Kaseya Center,/boxscores/202403130MIA.html
"Wed, Mar 13, 2024",8:00p,Charlotte Hornets,110,Memphis Grizzlies,98,FedEx Forum,/boxscores/202403130MEM.html
"Wed, Mar 13, 2024",8:00p,Cleveland Cavaliers,116,New Orleans Pelicans,95,Smoothie King Center,/boxscores/202403130NOP.html
"Wed, Mar 13, 2024",8:30p,Golden State Warriors,99,Dallas Mavericks,109,American Airlines Center,/boxscores/202403130DAL.html
"Wed, Mar 13, 2024",10:00p,Atlanta Hawks,102,Portland Trail Blazers,106,Moda Center,/boxscores/202403130POR.html
"Wed, Mar 13, 2024",10:00p,Los Angeles Lakers,107,Sacramento Kings,120,Golden 1 Center,/boxscores/202403130SAC.html
"Thu, Mar 14, 2024",7:30p,Phoenix Suns,112,Boston Celtics,127,TD Garden,/boxscores/202403140BOS.html
"Thu, Mar 14, 2024",8:00p,Los Angeles Clippers,126,Chicago Bulls,111,United Center,/boxscores/202403140CHI.html
"Thu, Mar 14, 2024",8:00p,Washington Wizards,119,Houston Rockets,135,Toyota Center,/boxscores/202403140HOU.html
"Thu, Mar 14, 2024",8:00p,Philadelphia 76ers,105,Milwaukee Bucks,114,Fiserv Forum,/boxscores/202403140MIL.html
"Thu, Mar 14, 2024",10:00p,Dallas Mavericks,119,Oklahoma City Thunder,126,Paycom Center,/boxscores/202403140OKC.html
"Thu, Mar 14, 2024",10:00p,New York Knicks,105,Portland Trail Blazers,93,Moda Center,/boxscores/202403140POR.html
"Fri, Mar 15, 2024",7:00p,Phoenix Suns,107,Charlotte Hornets,96,Spectrum Center,/boxscores/202403150CHO.html
"Fri, Mar 15, 2024",7:00p,Miami Heat,108,Detroit Pistons,95,Little Caesars Arena,/boxscores/202403150DET.html
"Fri, Mar 15, 2024",7:30p,Orlando Magic,113,Toronto Raptors,103,Scotiabank Arena,/boxscores/202403150TOR.html
"Fri, Mar 15, 2024",8:00p,Los Angeles Clippers,104,New Orleans Pelicans,112,Smoothie King Center,/boxscores/202403150NOP.html
"Fri, Mar 15, 2024",8:30p,Denver Nuggets,117,San Antonio Spurs,106,Moody Center,/boxscores/202403150SAS.html
"Fri, Mar 15, 2024",9:30p,Atlanta Hawks,122,Utah Jazz,124,Delta Center,/boxscores/202403150UTA.html
"Sat, Mar 16, 2024",5:00p,Cleveland Cavaliers,103,Houston Rockets,117,Toyota Center,/boxscores/202403160HOU.html
"Sat, Mar 16, 2024",7:00p,Brooklyn Nets,100,Indiana Pacers,121,Gainbridge Fieldhouse,/boxscores/202403160IND.html
"Sat, Mar 16, 2024",7:00p,Portland Trail Blazers,107,New Orleans Pelicans,126,Smoothie King Center,/boxscores/202403160NOP.html
"Sat, Mar 16, 2024",7:00p,Charlotte Hornets,98,Philadelphia 76ers,109,Wells Fargo Center,/boxscores/202403160PHI.html
"Sat, Mar 16, 2024",8:00p,Washington Wizards,98,Chicago Bulls,127,United Center,/boxscores/202403160CHI.html
"Sat, Mar 16, 2024",8:00p,Oklahoma City Thunder,118,Memphis Grizzlies,112,FedEx Forum,/boxscores/202403160MEM.html
"Sat, Mar 16, 2024",8:30p,Golden State Warriors,128,Los Angeles Lakers,121,Crypto.com Arena,/boxscores/202403160LAL.html
"Sat, Mar 16, 2024",9:30p,Minnesota Timberwolves,119,Utah Jazz,100,Delta Center,/boxscores/202403160UTA.html
"Sat, Mar 16, 2024",10:00p,New York Knicks,98,Sacramento Kings,91,Golden 1 Center,/boxscores/202403160SAC.html
"Sun, Mar 17, 2024",1:00p,Phoenix Suns,129,Milwaukee Bucks,140,Fiserv Forum,/boxscores/202403170MIL.html
"Sun, Mar 17, 2024",3:00p,Miami Heat,104,Detroit Pistons,101,Little Caesars Arena,/boxscores/202403170DET.html
"Sun, Mar 17, 2024",3:30p,Denver Nuggets,105,Dallas Mavericks,107,American Airlines Center,/boxscores/202403170DAL.html
"Sun, Mar 17, 2024",6:00p,Toronto Raptors,96,Orlando Magic,111,Kia Center,/boxscores/202403170ORL.html
"Sun, Mar 17, 2024",6:00p,Boston Celtics,130,Washington Wizards,104,Capital One Arena,/boxscores/202403170WAS.html
"Sun, Mar 17, 2024",7:00p,Brooklyn Nets,115,San Antonio Spurs,122,Moody Center,/boxscores/202403170SAS.html
"Sun, Mar 17, 2024",9:30p,Atlanta Hawks,110,Los Angeles Clippers,93,Crypto.com Arena,/boxscores/202403170LAC.html
"Mon, Mar 18, 2024",7:00p,Cleveland Cavaliers,108,Indiana Pacers,103,Gainbridge Fieldhouse,/boxscores/202403180IND.html
"Mon, Mar 18, 2024",7:30p,Detroit Pistons,94,Boston Celtics,119,TD Garden,/boxscores/202403180BOS.html
"Mon, Mar 18, 2024",7:30p,Miami Heat,91,Philadelphia 76ers,98,Wells Fargo Center,/boxscores/202403180PHI.html
"Mon, Mar 18, 2024",8:00p,Portland Trail Blazers,107,Chicago Bulls,110,United Center,/boxscores/202403180CHI.html
"Mon, Mar 18, 2024",9:00p,Minnesota Timberwolves,114,Utah Jazz,104,Delta Center,/boxscores/202403180UTA.html
"Mon, Mar 18, 2024",10:00p,New York Knicks,119,Golden State Warriors,112,Chase Center,/boxscores/202403180GSW.html
"Mon, Mar 18, 2024",10:00p,Memphis Grizzlies,111,Sacramento Kings,121,Golden 1 Center,/boxscores/202403180SAC.html
"Mon, Mar 18, 2024",10:30p,Atlanta Hawks,105,Los Angeles Lakers,136,Crypto.com Arena,/boxscores/202403180LAL.html
"Tue, Mar 19, 2024",7:00p,Charlotte Hornets,92,Orlando Magic,112,Kia Center,/boxscores/202403190ORL.html
"Tue, Mar 19, 2024",7:00p,Houston Rockets,137,Washington Wizards,114,Capital One Arena,/boxscores/202403190WAS.html
"Tue, Mar 19, 2024",7:30p,New Orleans Pelicans,104,Brooklyn Nets,91,Barclays Center,/boxscores/202403190BRK.html
"Tue, Mar 19, 2024",8:00p,Dallas Mavericks,113,San Antonio Spurs,107,Frost Bank Center,/boxscores/202403190SAS.html
"Tue, Mar 19, 2024",9:00p,Denver Nuggets,115,Minnesota Timberwolves,112,Target Center,/boxscores/202403190MIN.html
"Wed, Mar 20, 2024",7:00p,Miami Heat,107,Cleveland Cavaliers,104,Rocket Mortgage Fieldhouse,/boxscores/202403200CLE.html
"Wed, Mar 20, 2024",7:00p,Indiana Pacers,122,Detroit Pistons,103,Little Caesars Arena,/boxscores/202403200DET.html
"Wed, Mar 20, 2024",7:30p,Milwaukee Bucks,119,Boston Celtics,122,TD Garden,/boxscores/202403200BOS.html
"Wed, Mar 20, 2024",7:30p,Sacramento Kings,123,Toronto Raptors,89,Scotiabank Arena,/boxscores/202403200TOR.html
"Wed, Mar 20, 2024",8:00p,Utah Jazz,107,Oklahoma City Thunder,119,Paycom Center,/boxscores/202403200OKC.html
"Wed, Mar 20, 2024",10:00p,Memphis Grizzlies,116,Golden State Warriors,137,Chase Center,/boxscores/202403200GSW.html
"Wed, Mar 20, 2024",10:00p,Philadelphia 76ers,102,Phoenix Suns,115,Footprint Center,/boxscores/202403200PHO.html
"Wed, Mar 20, 2024",10:00p,Los Angeles Clippers,116,Portland Trail Blazers,103,Moda Center,/boxscores/202403200POR.html
"Thu, Mar 21, 2024",7:00p,New Orleans Pelicans,106,Orlando Magic,121,Kia Center,/boxscores/202403210ORL.html
"Thu, Mar 21, 2024",7:00p,Sacramento Kings,102,Washington Wizards,109,Capital One Arena,/boxscores/202403210WAS.html
"Thu, Mar 21, 2024",8:00p,Chicago Bulls,117,Houston Rockets,127,Toyota Center,/boxscores/202403210HOU.html
"Thu, Mar 21, 2024",8:00p,Brooklyn Nets,108,Milwaukee Bucks,115,Fiserv Forum,/boxscores/202403210MIL.html
"Thu, Mar 21, 2024",8:00p,Utah Jazz,97,Dallas Mavericks,113,American Airlines Center,/boxscores/202403210DAL.html
"Thu, Mar 21, 2024",9:00p,New York Knicks,100,Denver Nuggets,113,Ball Arena,/boxscores/202403210DEN.html
"Thu, Mar 21, 2024",10:30p,Atlanta Hawks,115,Phoenix Suns,128,Footprint Center,/boxscores/202403210PHO.html
"Fri, Mar 22, 2024",7:00p,Boston Celtics,129,Detroit Pistons,102,Little Caesars Arena,/boxscores/202403220DET.html
"Fri, Mar 22, 2024",7:00p,Oklahoma City Thunder,123,Toronto Raptors,103,Scotiabank Arena,/boxscores/202403220TOR.html
"Fri, Mar 22, 2024",8:00p,New Orleans Pelicans,111,Miami Heat,88,Kaseya Center,/boxscores/202403220MIA.html
